,store_id,item_id,wm_yr_wk,sell_price
147,STORE_2,STORE_2_043,11105,2.88
148,STORE_2,STORE_2_054,11105,2.28
149,STORE_2,STORE_2_090,11105,1.25
150,STORE_2,STORE_2_252,11105,1.48
151,STORE_2,STORE_2_376,11105,1.0
152,STORE_2,STORE_2_524,11105,1.0
153,STORE_2,STORE_2_555,11105,1.48
154,STORE_2,STORE_2_586,11105,1.48
155,STORE_2,STORE_2_587,11105,2.48
156,STORE_2,STORE_2_681,11105,1.25
157,STORE_2,STORE_2_714,11105,1.48
158,STORE_3,STORE_3_357,11105,1.57
159,STORE_3,STORE_3_360,11105,0.58
160,STORE_3,STORE_3_090,11105,1.25
161,STORE_3,STORE_3_222,11105,4.28
162,STORE_3,STORE_3_252,11105,1.48
163,STORE_3,STORE_3_389,11105,1.48
164,STORE_3,STORE_3_555,11105,1.48
165,STORE_3,STORE_3_586,11105,1.48
166,STORE_3,STORE_3_587,11105,2.68
167,STORE_3,STORE_3_714,11105,1.48
168,STORE_3,STORE_3_804,11105,1.88
169,STORE_1,STORE_1_064,11105,2.54
170,STORE_1,STORE_1_065,11105,2.94
171,STORE_1,STORE_1_376,11105,1.98
172,STORE_1,STORE_1_090,11105,1.25
173,STORE_1,STORE_1_252,11105,1.48
174,STORE_1,STORE_1_339,11105,0.88
175,STORE_1,STORE_1_546,11105,5.48
176,STORE_1,STORE_1_547,11105,0.2
177,STORE_1,STORE_1_555,11105,1.48
178,STORE_1,STORE_1_584,11105,1.0
179,STORE_1,STORE_1_586,11105,1.48
180,STORE_1,STORE_1_587,11105,2.48
181,STORE_1,STORE_1_714,11105,1.48
182,STORE_1,STORE_1_727,11105,2.98
183,STORE_2,STORE_2_085,11106,1.0
184,STORE_2,STORE_2_043,11106,2.88
185,STORE_2,STORE_2_054,11106,2.28
186,STORE_2,STORE_2_090,11106,1.25
187,STORE_2,STORE_2_252,11106,1.48
188,STORE_2,STORE_2_376,11106,1.0
189,STORE_2,STORE_2_524,11106,1.0
190,STORE_2,STORE_2_555,11106,1.48
191,STORE_2,STORE_2_586,11106,1.48
192,STORE_2,STORE_2_587,11106,2.48
193,STORE_2,STORE_2_681,11106,1.25
194,STORE_2,STORE_2_714,11106,1.48
195,STORE_3,STORE_3_357,11106,1.57
196,STORE_3,STORE_3_360,11106,0.58
197,STORE_3,STORE_3_090,11106,1.25
198,STORE_3,STORE_3_222,11106,4.28
199,STORE_3,STORE_3_252,11106,1.48
200,STORE_3,STORE_3_389,11106,1.48
201,STORE_3,STORE_3_555,11106,1.48
202,STORE_3,STORE_3_586,11106,1.48
203,STORE_3,STORE_3_587,11106,2.68
204,STORE_3,STORE_3_714,11106,1.48
205,STORE_3,STORE_3_804,11106,1.88
206,STORE_1,STORE_1_064,11106,2.54
207,STORE_1,STORE_1_065,11106,2.94
208,STORE_1,STORE_1_376,11106,1.98
209,STORE_1,STORE_1_090,11106,1.25
210,STORE_1,STORE_1_252,11106,1.48
211,STORE_1,STORE_1_339,11106,0.88
212,STORE_1,STORE_1_546,11106,5.48
213,STORE_1,STORE_1_547,11106,0.2
214,STORE_1,STORE_1_555,11106,1.48
215,STORE_1,STORE_1_584,11106,1.0
216,STORE_1,STORE_1_586,11106,1.48
217,STORE_1,STORE_1_587,11106,2.48
218,STORE_1,STORE_1_714,11106,1.48
219,STORE_1,STORE_1_727,11106,2.98
220,STORE_2,STORE_2_085,11107,1.0
221,STORE_2,STORE_2_043,11107,2.88
222,STORE_2,STORE_2_054,11107,2.28
223,STORE_2,STORE_2_090,11107,1.25
224,STORE_2,STORE_2_252,11107,1.48
225,STORE_2,STORE_2_376,11107,1.0
226,STORE_2,STORE_2_524,11107,1.0
227,STORE_2,STORE_2_555,11107,1.48
228,STORE_2,STORE_2_586,11107,1.48
229,STORE_2,STORE_2_587,11107,2.48
230,STORE_2,STORE_2_681,11107,1.25
231,STORE_2,STORE_2_714,11107,1.48
232,STORE_3,STORE_3_357,11107,1.57
233,STORE_3,STORE_3_360,11107,0.58
234,STORE_3,STORE_3_090,11107,1.25
235,STORE_3,STORE_3_222,11107,4.28
236,STORE_3,STORE_3_252,11107,1.48
237,STORE_3,STORE_3_389,11107,1.48
238,STORE_3,STORE_3_555,11107,1.48
239,STORE_3,STORE_3_586,11107,1.48
240,STORE_3,STORE_3_587,11107,2.68
241,STORE_3,STORE_3_714,11107,1.48
242,STORE_3,STORE_3_804,11107,1.88
243,STORE_1,STORE_1_064,11107,2.54
244,STORE_1,STORE_1_065,11107,2.94
245,STORE_1,STORE_1_376,11107,1.98
246,STORE_1,STORE_1_090,11107,1.25
247,STORE_1,STORE_1_252,11107,1.48
248,STORE_1,STORE_1_339,11107,0.88
249,STORE_1,STORE_1_546,11107,5.48
250,STORE_1,STORE_1_547,11107,0.2
251,STORE_1,STORE_1_555,11107,1.48
252,STORE_1,STORE_1_584,11107,1.0
253,STORE_1,STORE_1_586,11107,1.48
254,STORE_1,STORE_1_587,11107,2.48
255,STORE_1,STORE_1_714,11107,1.48
256,STORE_1,STORE_1_727,11107,2.98
257,STORE_2,STORE_2_085,11108,1.0
258,STORE_2,STORE_2_043,11108,2.88
259,STORE_2,STORE_2_054,11108,2.28
260,STORE_2,STORE_2_090,11108,1.25
261,STORE_2,STORE_2_252,11108,1.48
262,STORE_2,STORE_2_376,11108,1.0
263,STORE_2,STORE_2_524,11108,1.0
264,STORE_2,STORE_2_555,11108,1.48
265,STORE_2,STORE_2_586,11108,1.48
266,STORE_2,STORE_2_587,11108,2.48
267,STORE_2,STORE_2_681,11108,1.25
268,STORE_2,STORE_2_714,11108,1.48
269,STORE_3,STORE_3_357,11108,1.57
270,STORE_3,STORE_3_360,11108,0.58
271,STORE_3,STORE_3_090,11108,1.25
272,STORE_3,STORE_3_222,11108,4.28
273,STORE_3,STORE_3_252,11108,1.48
274,STORE_3,STORE_3_389,11108,1.48
275,STORE_3,STORE_3_555,11108,1.48
276,STORE_3,STORE_3_586,11108,1.48
277,STORE_3,STORE_3_587,11108,2.68
278,STORE_3,STORE_3_714,11108,1.48
279,STORE_3,STORE_3_804,11108,1.88
280,STORE_1,STORE_1_064,11108,2.54
281,STORE_1,STORE_1_065,11108,2.94
282,STORE_1,STORE_1_376,11108,1.98
283,STORE_1,STORE_1_090,11108,1.25
284,STORE_1,STORE_1_252,11108,1.48
285,STORE_1,STORE_1_339,11108,0.88
286,STORE_1,STORE_1_546,11108,5.48
287,STORE_1,STORE_1_547,11108,0.2
288,STORE_1,STORE_1_555,11108,1.48
289,STORE_1,STORE_1_584,11108,1.0
290,STORE_1,STORE_1_586,11108,1.48
291,STORE_1,STORE_1_587,11108,2.48
292,STORE_1,STORE_1_714,11108,1.48
293,STORE_1,STORE_1_727,11108,2.98
294,STORE_2,STORE_2_085,11109,1.0
295,STORE_2,STORE_2_043,11109,2.88
296,STORE_2,STORE_2_054,11109,2.28
297,STORE_2,STORE_2_090,11109,1.25
298,STORE_2,STORE_2_252,11109,1.48
299,STORE_2,STORE_2_376,11109,1.0
300,STORE_2,STORE_2_524,11109,1.0
301,STORE_2,STORE_2_555,11109,1.48
302,STORE_2,STORE_2_586,11109,1.48
303,STORE_2,STORE_2_587,11109,2.48
304,STORE_2,STORE_2_681,11109,1.25
305,STORE_2,STORE_2_714,11109,1.48
306,STORE_3,STORE_3_357,11109,1.76
307,STORE_3,STORE_3_360,11109,0.58
308,STORE_3,STORE_3_090,11109,1.25
309,STORE_3,STORE_3_222,11109,4.28
310,STORE_3,STORE_3_252,11109,1.48
311,STORE_3,STORE_3_389,11109,1.48
312,STORE_3,STORE_3_555,11109,1.48
313,STORE_3,STORE_3_586,11109,1.48
314,STORE_3,STORE_3_587,11109,2.68
315,STORE_3,STORE_3_714,11109,1.48
316,STORE_3,STORE_3_804,11109,1.88
317,STORE_1,STORE_1_064,11109,2.54
318,STORE_1,STORE_1_065,11109,2.94
319,STORE_1,STORE_1_376,11109,1.98
320,STORE_1,STORE_1_090,11109,1.25
321,STORE_1,STORE_1_252,11109,1.48
322,STORE_1,STORE_1_339,11109,0.88
323,STORE_1,STORE_1_546,11109,5.48
324,STORE_1,STORE_1_547,11109,0.2
325,STORE_1,STORE_1_555,11109,1.48
326,STORE_1,STORE_1_584,11109,1.0
327,STORE_1,STORE_1_586,11109,1.48
328,STORE_1,STORE_1_587,11109,2.48
329,STORE_1,STORE_1_714,11109,1.48
330,STORE_1,STORE_1_727,11109,2.98
331,STORE_2,STORE_2_085,11110,1.0
332,STORE_2,STORE_2_043,11110,2.88
333,STORE_2,STORE_2_054,11110,2.28
334,STORE_2,STORE_2_090,11110,1.25
335,STORE_2,STORE_2_252,11110,1.48
336,STORE_2,STORE_2_376,11110,1.0
337,STORE_2,STORE_2_524,11110,1.0
338,STORE_2,STORE_2_555,11110,1.48
339,STORE_2,STORE_2_586,11110,1.48
340,STORE_2,STORE_2_587,11110,2.48
341,STORE_2,STORE_2_681,11110,1.25
342,STORE_2,STORE_2_714,11110,1.48
343,STORE_3,STORE_3_357,11110,1.76
344,STORE_3,STORE_3_360,11110,0.58
345,STORE_3,STORE_3_090,11110,1.25
346,STORE_3,STORE_3_222,11110,4.28
347,STORE_3,STORE_3_252,11110,1.48
348,STORE_3,STORE_3_389,11110,1.48
349,STORE_3,STORE_3_555,11110,1.48
350,STORE_3,STORE_3_586,11110,1.48
351,STORE_3,STORE_3_587,11110,2.68
352,STORE_3,STORE_3_714,11110,1.48
353,STORE_3,STORE_3_804,11110,1.88
354,STORE_1,STORE_1_064,11110,2.54
355,STORE_1,STORE_1_065,11110,2.94
356,STORE_1,STORE_1_376,11110,1.98
357,STORE_1,STORE_1_090,11110,1.25
358,STORE_1,STORE_1_252,11110,1.48
359,STORE_1,STORE_1_339,11110,0.88
360,STORE_1,STORE_1_546,11110,5.48
361,STORE_1,STORE_1_547,11110,0.2
362,STORE_1,STORE_1_555,11110,1.48
363,STORE_1,STORE_1_584,11110,1.0
364,STORE_1,STORE_1_586,11110,1.48
365,STORE_1,STORE_1_587,11110,2.48
366,STORE_1,STORE_1_714,11110,1.48
367,STORE_1,STORE_1_727,11110,2.98
368,STORE_2,STORE_2_085,11111,1.0
369,STORE_2,STORE_2_043,11111,2.88
370,STORE_2,STORE_2_054,11111,2.28
371,STORE_2,STORE_2_090,11111,1.25
372,STORE_2,STORE_2_252,11111,1.48
373,STORE_2,STORE_2_376,11111,1.0
374,STORE_2,STORE_2_524,11111,1.0
375,STORE_2,STORE_2_555,11111,1.48
376,STORE_2,STORE_2_586,11111,1.48
377,STORE_2,STORE_2_587,11111,2.48
378,STORE_2,STORE_2_681,11111,1.25
379,STORE_2,STORE_2_714,11111,1.48
380,STORE_3,STORE_3_357,11111,1.76
381,STORE_3,STORE_3_360,11111,0.58
382,STORE_3,STORE_3_090,11111,1.25
383,STORE_3,STORE_3_222,11111,4.28
384,STORE_3,STORE_3_252,11111,1.48
385,STORE_3,STORE_3_389,11111,1.48
386,STORE_3,STORE_3_555,11111,1.48
387,STORE_3,STORE_3_586,11111,1.48
388,STORE_3,STORE_3_587,11111,2.68
389,STORE_3,STORE_3_714,11111,1.48
390,STORE_3,STORE_3_804,11111,1.88
391,STORE_1,STORE_1_064,11111,2.54
392,STORE_1,STORE_1_065,11111,2.94
393,STORE_1,STORE_1_376,11111,1.98
394,STORE_1,STORE_1_090,11111,1.25
395,STORE_1,STORE_1_252,11111,1.48
396,STORE_1,STORE_1_339,11111,0.88
397,STORE_1,STORE_1_546,11111,5.48
398,STORE_1,STORE_1_547,11111,0.2
399,STORE_1,STORE_1_555,11111,1.48
400,STORE_1,STORE_1_584,11111,1.0
401,STORE_1,STORE_1_586,11111,1.48
402,STORE_1,STORE_1_587,11111,2.48
403,STORE_1,STORE_1_714,11111,1.48
404,STORE_1,STORE_1_727,11111,2.98
405,STORE_2,STORE_2_085,11112,1.0
406,STORE_2,STORE_2_043,11112,2.88
407,STORE_2,STORE_2_054,11112,2.28
408,STORE_2,STORE_2_090,11112,1.25
409,STORE_2,STORE_2_252,11112,1.48
410,STORE_2,STORE_2_376,11112,1.0
411,STORE_2,STORE_2_524,11112,1.0
412,STORE_2,STORE_2_555,11112,1.48
413,STORE_2,STORE_2_586,11112,1.48
414,STORE_2,STORE_2_587,11112,2.48
415,STORE_2,STORE_2_681,11112,1.25
416,STORE_2,STORE_2_714,11112,1.48
417,STORE_3,STORE_3_357,11112,1.76
418,STORE_3,STORE_3_360,11112,0.58
419,STORE_3,STORE_3_090,11112,1.25
420,STORE_3,STORE_3_222,11112,4.28
421,STORE_3,STORE_3_252,11112,1.48
422,STORE_3,STORE_3_389,11112,1.48
423,STORE_3,STORE_3_555,11112,1.48
424,STORE_3,STORE_3_586,11112,1.48
425,STORE_3,STORE_3_587,11112,2.68
426,STORE_3,STORE_3_714,11112,1.48
427,STORE_3,STORE_3_804,11112,1.88
428,STORE_1,STORE_1_064,11112,2.54
429,STORE_1,STORE_1_065,11112,2.94
430,STORE_1,STORE_1_376,11112,1.98
431,STORE_1,STORE_1_090,11112,1.25
432,STORE_1,STORE_1_252,11112,1.48
433,STORE_1,STORE_1_339,11112,0.88
434,STORE_1,STORE_1_546,11112,5.48
435,STORE_1,STORE_1_547,11112,0.2
436,STORE_1,STORE_1_555,11112,1.48
437,STORE_1,STORE_1_584,11112,1.0
438,STORE_1,STORE_1_586,11112,1.48
439,STORE_1,STORE_1_587,11112,2.48
440,STORE_1,STORE_1_714,11112,1.48
441,STORE_1,STORE_1_727,11112,2.98
442,STORE_2,STORE_2_085,11113,1.0
443,STORE_2,STORE_2_043,11113,2.88
444,STORE_2,STORE_2_054,11113,2.28
445,STORE_2,STORE_2_090,11113,1.25
446,STORE_2,STORE_2_252,11113,1.48
447,STORE_2,STORE_2_376,11113,1.0
448,STORE_2,STORE_2_524,11113,1.0
449,STORE_2,STORE_2_555,11113,1.48
450,STORE_2,STORE_2_586,11113,1.48
451,STORE_2,STORE_2_587,11113,2.48
452,STORE_2,STORE_2_681,11113,1.25
453,STORE_2,STORE_2_714,11113,1.48
454,STORE_3,STORE_3_357,11113,1.76
455,STORE_3,STORE_3_360,11113,0.58
456,STORE_3,STORE_3_090,11113,1.25
457,STORE_3,STORE_3_222,11113,4.28
458,STORE_3,STORE_3_252,11113,1.48
459,STORE_3,STORE_3_389,11113,1.48
460,STORE_3,STORE_3_555,11113,1.48
461,STORE_3,STORE_3_586,11113,1.48
462,STORE_3,STORE_3_587,11113,2.68
463,STORE_3,STORE_3_714,11113,1.48
464,STORE_3,STORE_3_804,11113,1.88
465,STORE_1,STORE_1_064,11113,2.54
466,STORE_1,STORE_1_065,11113,2.94
467,STORE_1,STORE_1_376,11113,1.98
468,STORE_1,STORE_1_090,11113,1.25
469,STORE_1,STORE_1_252,11113,1.48
470,STORE_1,STORE_1_339,11113,0.88
471,STORE_1,STORE_1_546,11113,5.48
472,STORE_1,STORE_1_547,11113,0.2
473,STORE_1,STORE_1_555,11113,1.48
474,STORE_1,STORE_1_584,11113,1.0
475,STORE_1,STORE_1_586,11113,1.48
476,STORE_1,STORE_1_587,11113,2.48
477,STORE_1,STORE_1_714,11113,1.48
478,STORE_1,STORE_1_727,11113,2.98
479,STORE_2,STORE_2_085,11114,1.0
480,STORE_2,STORE_2_043,11114,2.88
481,STORE_2,STORE_2_054,11114,2.28
482,STORE_2,STORE_2_090,11114,1.25
483,STORE_2,STORE_2_252,11114,1.48
484,STORE_2,STORE_2_376,11114,1.0
485,STORE_2,STORE_2_524,11114,1.0
486,STORE_2,STORE_2_555,11114,1.48
487,STORE_2,STORE_2_586,11114,1.48
488,STORE_2,STORE_2_587,11114,2.48
489,STORE_2,STORE_2_681,11114,1.25
490,STORE_2,STORE_2_714,11114,1.48
491,STORE_3,STORE_3_012,11114,6.71
492,STORE_3,STORE_3_357,11114,1.76
493,STORE_3,STORE_3_360,11114,0.58
494,STORE_3,STORE_3_090,11114,1.25
495,STORE_3,STORE_3_222,11114,4.28
496,STORE_3,STORE_3_252,11114,1.48
497,STORE_3,STORE_3_389,11114,1.48
498,STORE_3,STORE_3_555,11114,1.48
499,STORE_3,STORE_3_586,11114,1.48
500,STORE_3,STORE_3_587,11114,2.68
501,STORE_3,STORE_3_714,11114,1.48
502,STORE_3,STORE_3_804,11114,1.88
503,STORE_1,STORE_1_064,11114,2.54
504,STORE_1,STORE_1_065,11114,2.94
505,STORE_1,STORE_1_376,11114,1.98
506,STORE_1,STORE_1_090,11114,1.25
507,STORE_1,STORE_1_252,11114,1.48
508,STORE_1,STORE_1_339,11114,0.88
509,STORE_1,STORE_1_546,11114,5.48
510,STORE_1,STORE_1_547,11114,0.2
511,STORE_1,STORE_1_555,11114,1.48
512,STORE_1,STORE_1_584,11114,1.0
513,STORE_1,STORE_1_586,11114,1.48
514,STORE_1,STORE_1_587,11114,2.48
515,STORE_1,STORE_1_714,11114,1.48
516,STORE_1,STORE_1_727,11114,2.98
517,STORE_2,STORE_2_085,11115,1.0
518,STORE_2,STORE_2_043,11115,2.88
519,STORE_2,STORE_2_054,11115,2.28
520,STORE_2,STORE_2_090,11115,1.25
521,STORE_2,STORE_2_252,11115,1.48
522,STORE_2,STORE_2_376,11115,1.0
523,STORE_2,STORE_2_524,11115,1.0
524,STORE_2,STORE_2_555,11115,1.48
525,STORE_2,STORE_2_586,11115,1.48
526,STORE_2,STORE_2_587,11115,2.48
527,STORE_2,STORE_2_681,11115,1.25
528,STORE_2,STORE_2_714,11115,1.48
529,STORE_3,STORE_3_012,11115,6.71
530,STORE_3,STORE_3_357,11115,1.76
531,STORE_3,STORE_3_360,11115,0.58
532,STORE_3,STORE_3_090,11115,1.25
533,STORE_3,STORE_3_222,11115,4.28
534,STORE_3,STORE_3_252,11115,1.48
535,STORE_3,STORE_3_389,11115,1.48
536,STORE_3,STORE_3_555,11115,1.48
537,STORE_3,STORE_3_586,11115,1.48
538,STORE_3,STORE_3_587,11115,2.68
539,STORE_3,STORE_3_714,11115,1.48
540,STORE_3,STORE_3_804,11115,1.88
541,STORE_1,STORE_1_064,11115,2.54
542,STORE_1,STORE_1_065,11115,2.94
543,STORE_1,STORE_1_376,11115,1.98
544,STORE_1,STORE_1_090,11115,1.25
545,STORE_1,STORE_1_252,11115,1.48
546,STORE_1,STORE_1_339,11115,0.88
547,STORE_1,STORE_1_546,11115,5.48
548,STORE_1,STORE_1_547,11115,0.2
549,STORE_1,STORE_1_555,11115,1.48
550,STORE_1,STORE_1_584,11115,1.0
551,STORE_1,STORE_1_586,11115,1.48
552,STORE_1,STORE_1_587,11115,2.48
553,STORE_1,STORE_1_714,11115,1.48
554,STORE_1,STORE_1_727,11115,2.98
555,STORE_2,STORE_2_085,11116,1.0
556,STORE_2,STORE_2_043,11116,2.88
557,STORE_2,STORE_2_054,11116,2.28
558,STORE_2,STORE_2_090,11116,1.25
559,STORE_2,STORE_2_252,11116,1.48
560,STORE_2,STORE_2_376,11116,1.0
561,STORE_2,STORE_2_524,11116,1.0
562,STORE_2,STORE_2_555,11116,1.48
563,STORE_2,STORE_2_586,11116,1.48
564,STORE_2,STORE_2_587,11116,2.48
565,STORE_2,STORE_2_681,11116,1.25
566,STORE_2,STORE_2_714,11116,1.48
567,STORE_3,STORE_3_012,11116,6.71
568,STORE_3,STORE_3_357,11116,1.76
569,STORE_3,STORE_3_360,11116,0.58
570,STORE_3,STORE_3_090,11116,1.25
571,STORE_3,STORE_3_222,11116,4.28
572,STORE_3,STORE_3_252,11116,1.48
573,STORE_3,STORE_3_389,11116,1.48
574,STORE_3,STORE_3_555,11116,1.48
575,STORE_3,STORE_3_586,11116,1.48
576,STORE_3,STORE_3_587,11116,2.68
577,STORE_3,STORE_3_714,11116,1.48
578,STORE_3,STORE_3_804,11116,1.88
579,STORE_1,STORE_1_064,11116,2.54
580,STORE_1,STORE_1_065,11116,2.94
581,STORE_1,STORE_1_376,11116,1.98
582,STORE_1,STORE_1_090,11116,1.25
583,STORE_1,STORE_1_252,11116,1.48
584,STORE_1,STORE_1_339,11116,0.88
585,STORE_1,STORE_1_546,11116,5.48
586,STORE_1,STORE_1_547,11116,0.2
587,STORE_1,STORE_1_555,11116,1.48
588,STORE_1,STORE_1_584,11116,1.0
589,STORE_1,STORE_1_586,11116,1.48
590,STORE_1,STORE_1_587,11116,2.48
591,STORE_1,STORE_1_714,11116,1.48
592,STORE_1,STORE_1_727,11116,2.98
593,STORE_2,STORE_2_085,11117,1.0
594,STORE_2,STORE_2_043,11117,2.88
595,STORE_2,STORE_2_054,11117,2.28
596,STORE_2,STORE_2_090,11117,1.25
597,STORE_2,STORE_2_252,11117,1.48
598,STORE_2,STORE_2_376,11117,1.0
599,STORE_2,STORE_2_524,11117,1.0
600,STORE_2,STORE_2_555,11117,1.48
601,STORE_2,STORE_2_586,11117,1.48
602,STORE_2,STORE_2_587,11117,2.48
603,STORE_2,STORE_2_681,11117,1.25
604,STORE_2,STORE_2_714,11117,1.48
605,STORE_3,STORE_3_012,11117,6.71
