,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,date_id,CASHBACK_STORE_1,CASHBACK_STORE_2,CASHBACK_STORE_3
40,2011-03-10,11106,Thursday,6,3,2011,,,,,41,0,1,0
41,2011-03-11,11106,Friday,7,3,2011,,,,,42,1,0,1
42,2011-03-12,11107,Saturday,1,3,2011,,,,,43,1,0,1
43,2011-03-13,11107,Sunday,2,3,2011,,,,,44,0,0,1
44,2011-03-14,11107,Monday,3,3,2011,,,,,45,1,0,0
45,2011-03-15,11107,Tuesday,4,3,2011,,,,,46,1,0,1
46,2011-03-16,11107,Wednesday,5,3,2011,LentWeek2,Religious,,,47,0,0,0
47,2011-03-17,11107,Thursday,6,3,2011,StPatricksDay,Cultural,,,48,0,0,0
48,2011-03-18,11107,Friday,7,3,2011,,,,,49,0,0,0
49,2011-03-19,11108,Saturday,1,3,2011,,,,,50,0,0,0
50,2011-03-20,11108,Sunday,2,3,2011,Purim End,Religious,,,51,0,0,0
51,2011-03-21,11108,Monday,3,3,2011,,,,,52,0,0,0
52,2011-03-22,11108,Tuesday,4,3,2011,,,,,53,0,0,0
53,2011-03-23,11108,Wednesday,5,3,2011,,,,,54,0,0,0
54,2011-03-24,11108,Thursday,6,3,2011,,,,,55,0,0,0
55,2011-03-25,11108,Friday,7,3,2011,,,,,56,0,0,0
56,2011-03-26,11109,Saturday,1,3,2011,,,,,57,0,0,0
57,2011-03-27,11109,Sunday,2,3,2011,,,,,58,0,0,0
58,2011-03-28,11109,Monday,3,3,2011,,,,,59,0,0,0
59,2011-03-29,11109,Tuesday,4,3,2011,,,,,60,0,0,0
60,2011-03-30,11109,Wednesday,5,3,2011,,,,,61,0,0,0
61,2011-03-31,11109,Thursday,6,3,2011,,,,,62,0,0,0
62,2011-04-01,11109,Friday,7,4,2011,,,,,63,0,1,1
63,2011-04-02,11110,Saturday,1,4,2011,,,,,64,1,1,0
64,2011-04-03,11110,Sunday,2,4,2011,,,,,65,1,1,1
65,2011-04-04,11110,Monday,3,4,2011,,,,,66,0,1,0
66,2011-04-05,11110,Tuesday,4,4,2011,,,,,67,1,1,1
67,2011-04-06,11110,Wednesday,5,4,2011,,,,,68,1,1,1
68,2011-04-07,11110,Thursday,6,4,2011,,,,,69,0,1,1
69,2011-04-08,11110,Friday,7,4,2011,,,,,70,1,1,0
70,2011-04-09,11111,Saturday,1,4,2011,,,,,71,1,1,1
71,2011-04-10,11111,Sunday,2,4,2011,,,,,72,0,1,0
72,2011-04-11,11111,Monday,3,4,2011,,,,,73,1,0,1
73,2011-04-12,11111,Tuesday,4,4,2011,,,,,74,1,0,1
74,2011-04-13,11111,Wednesday,5,4,2011,,,,,75,0,0,1
75,2011-04-14,11111,Thursday,6,4,2011,,,,,76,1,0,0
76,2011-04-15,11111,Friday,7,4,2011,,,,,77,1,0,1
77,2011-04-16,11112,Saturday,1,4,2011,,,,,78,0,0,0
78,2011-04-17,11112,Sunday,2,4,2011,,,,,79,0,0,0
79,2011-04-18,11112,Monday,3,4,2011,,,,,80,0,0,0
80,2011-04-19,11112,Tuesday,4,4,2011,,,,,81,0,0,0
81,2011-04-20,11112,Wednesday,5,4,2011,,,,,82,0,0,0
82,2011-04-21,11112,Thursday,6,4,2011,,,,,83,0,0,0
83,2011-04-22,11112,Friday,7,4,2011,,,,,84,0,0,0
84,2011-04-23,11113,Saturday,1,4,2011,,,,,85,0,0,0
85,2011-04-24,11113,Sunday,2,4,2011,OrthodoxEaster,Religious,Easter,Cultural,86,0,0,0
86,2011-04-25,11113,Monday,3,4,2011,,,,,87,0,0,0
87,2011-04-26,11113,Tuesday,4,4,2011,Pesach End,Religious,,,88,0,0,0
88,2011-04-27,11113,Wednesday,5,4,2011,,,,,89,0,0,0
89,2011-04-28,11113,Thursday,6,4,2011,,,,,90,0,0,0
90,2011-04-29,11113,Friday,7,4,2011,,,,,91,0,0,0
91,2011-04-30,11114,Saturday,1,4,2011,,,,,92,0,0,0
92,2011-05-01,11114,Sunday,2,5,2011,,,,,93,0,1,1
93,2011-05-02,11114,Monday,3,5,2011,,,,,94,1,1,0
94,2011-05-03,11114,Tuesday,4,5,2011,,,,,95,1,1,1
95,2011-05-04,11114,Wednesday,5,5,2011,,,,,96,0,1,0
96,2011-05-05,11114,Thursday,6,5,2011,Cinco De Mayo,Cultural,,,97,1,1,1
97,2011-05-06,11114,Friday,7,5,2011,,,,,98,1,1,1
98,2011-05-07,11115,Saturday,1,5,2011,,,,,99,0,1,1
99,2011-05-08,11115,Sunday,2,5,2011,Mother's day,Cultural,,,100,1,1,0
100,2011-05-09,11115,Monday,3,5,2011,,,,,101,1,1,1
101,2011-05-10,11115,Tuesday,4,5,2011,,,,,102,0,1,0
102,2011-05-11,11115,Wednesday,5,5,2011,,,,,103,1,0,1
103,2011-05-12,11115,Thursday,6,5,2011,,,,,104,1,0,1
104,2011-05-13,11115,Friday,7,5,2011,,,,,105,0,0,1
105,2011-05-14,11116,Saturday,1,5,2011,,,,,106,1,0,0
106,2011-05-15,11116,Sunday,2,5,2011,,,,,107,1,0,1
107,2011-05-16,11116,Monday,3,5,2011,,,,,108,0,0,0
108,2011-05-17,11116,Tuesday,4,5,2011,,,,,109,0,0,0
109,2011-05-18,11116,Wednesday,5,5,2011,,,,,110,0,0,0
110,2011-05-19,11116,Thursday,6,5,2011,,,,,111,0,0,0
111,2011-05-20,11116,Friday,7,5,2011,,,,,112,0,0,0
112,2011-05-21,11117,Saturday,1,5,2011,,,,,113,0,0,0
113,2011-05-22,11117,Sunday,2,5,2011,,,,,114,0,0,0
114,2011-05-23,11117,Monday,3,5,2011,,,,,115,0,0,0
115,2011-05-24,11117,Tuesday,4,5,2011,,,,,116,0,0,0
116,2011-05-25,11117,Wednesday,5,5,2011,,,,,117,0,0,0
117,2011-05-26,11117,Thursday,6,5,2011,,,,,118,0,0,0
118,2011-05-27,11117,Friday,7,5,2011,,,,,119,0,0,0
119,2011-05-28,11118,Saturday,1,5,2011,,,,,120,0,0,0
120,2011-05-29,11118,Sunday,2,5,2011,,,,,121,0,0,0
121,2011-05-30,11118,Monday,3,5,2011,MemorialDay,National,,,122,0,0,0
122,2011-05-31,11118,Tuesday,4,5,2011,NBAFinalsStart,Sporting,,,123,0,0,0
123,2011-06-01,11118,Wednesday,5,6,2011,,,,,124,0,1,1
124,2011-06-02,11118,Thursday,6,6,2011,,,,,125,1,1,0
125,2011-06-03,11118,Friday,7,6,2011,,,,,126,1,1,1
126,2011-06-04,11119,Saturday,1,6,2011,,,,,127,0,1,0
127,2011-06-05,11119,Sunday,2,6,2011,,,,,128,1,1,1
128,2011-06-06,11119,Monday,3,6,2011,,,,,129,1,1,1
129,2011-06-07,11119,Tuesday,4,6,2011,,,,,130,0,1,1
130,2011-06-08,11119,Wednesday,5,6,2011,,,,,131,1,1,0
131,2011-06-09,11119,Thursday,6,6,2011,,,,,132,1,1,1
132,2011-06-10,11119,Friday,7,6,2011,,,,,133,0,1,0
133,2011-06-11,11120,Saturday,1,6,2011,,,,,134,1,0,1
134,2011-06-12,11120,Sunday,2,6,2011,NBAFinalsEnd,Sporting,,,135,1,0,1
135,2011-06-13,11120,Monday,3,6,2011,,,,,136,0,0,1
136,2011-06-14,11120,Tuesday,4,6,2011,,,,,137,1,0,0
137,2011-06-15,11120,Wednesday,5,6,2011,,,,,138,1,0,1
138,2011-06-16,11120,Thursday,6,6,2011,,,,,139,0,0,0
139,2011-06-17,11120,Friday,7,6,2011,,,,,140,0,0,0
140,2011-06-18,11121,Saturday,1,6,2011,,,,,141,0,0,0
141,2011-06-19,11121,Sunday,2,6,2011,Father's day,Cultural,,,142,0,0,0
142,2011-06-20,11121,Monday,3,6,2011,,,,,143,0,0,0
143,2011-06-21,11121,Tuesday,4,6,2011,,,,,144,0,0,0
144,2011-06-22,11121,Wednesday,5,6,2011,,,,,145,0,0,0
145,2011-06-23,11121,Thursday,6,6,2011,,,,,146,0,0,0
146,2011-06-24,11121,Friday,7,6,2011,,,,,147,0,0,0
147,2011-06-25,11122,Saturday,1,6,2011,,,,,148,0,0,0
148,2011-06-26,11122,Sunday,2,6,2011,,,,,149,0,0,0
149,2011-06-27,11122,Monday,3,6,2011,,,,,150,0,0,0
150,2011-06-28,11122,Tuesday,4,6,2011,,,,,151,0,0,0
151,2011-06-29,11122,Wednesday,5,6,2011,,,,,152,0,0,0
152,2011-06-30,11122,Thursday,6,6,2011,,,,,153,0,0,0
153,2011-07-01,11122,Friday,7,7,2011,,,,,154,0,1,1
154,2011-07-02,11123,Saturday,1,7,2011,,,,,155,1,1,0
155,2011-07-03,11123,Sunday,2,7,2011,,,,,156,1,1,1
156,2011-07-04,11123,Monday,3,7,2011,IndependenceDay,National,,,157,0,1,0
157,2011-07-05,11123,Tuesday,4,7,2011,,,,,158,1,1,1
158,2011-07-06,11123,Wednesday,5,7,2011,,,,,159,1,1,1
159,2011-07-07,11123,Thursday,6,7,2011,,,,,160,0,1,1
160,2011-07-08,11123,Friday,7,7,2011,,,,,161,1,1,0
161,2011-07-09,11124,Saturday,1,7,2011,,,,,162,1,1,1
162,2011-07-10,11124,Sunday,2,7,2011,,,,,163,0,1,0
163,2011-07-11,11124,Monday,3,7,2011,,,,,164,1,0,1
164,2011-07-12,11124,Tuesday,4,7,2011,,,,,165,1,0,1
165,2011-07-13,11124,Wednesday,5,7,2011,,,,,166,0,0,1
166,2011-07-14,11124,Thursday,6,7,2011,,,,,167,1,0,0
167,2011-07-15,11124,Friday,7,7,2011,,,,,168,1,0,1
168,2011-07-16,11125,Saturday,1,7,2011,,,,,169,0,0,0
169,2011-07-17,11125,Sunday,2,7,2011,,,,,170,0,0,0
170,2011-07-18,11125,Monday,3,7,2011,,,,,171,0,0,0
171,2011-07-19,11125,Tuesday,4,7,2011,,,,,172,0,0,0
172,2011-07-20,11125,Wednesday,5,7,2011,,,,,173,0,0,0
173,2011-07-21,11125,Thursday,6,7,2011,,,,,174,0,0,0
174,2011-07-22,11125,Friday,7,7,2011,,,,,175,0,0,0
175,2011-07-23,11126,Saturday,1,7,2011,,,,,176,0,0,0
176,2011-07-24,11126,Sunday,2,7,2011,,,,,177,0,0,0
177,2011-07-25,11126,Monday,3,7,2011,,,,,178,0,0,0
178,2011-07-26,11126,Tuesday,4,7,2011,,,,,179,0,0,0
179,2011-07-27,11126,Wednesday,5,7,2011,,,,,180,0,0,0
180,2011-07-28,11126,Thursday,6,7,2011,,,,,181,0,0,0
181,2011-07-29,11126,Friday,7,7,2011,,,,,182,0,0,0
182,2011-07-30,11127,Saturday,1,7,2011,,,,,183,0,0,0
183,2011-07-31,11127,Sunday,2,7,2011,,,,,184,0,0,0
184,2011-08-01,11127,Monday,3,8,2011,Ramadan starts,Religious,,,185,0,1,1
185,2011-08-02,11127,Tuesday,4,8,2011,,,,,186,1,1,0
186,2011-08-03,11127,Wednesday,5,8,2011,,,,,187,1,1,1
187,2011-08-04,11127,Thursday,6,8,2011,,,,,188,0,1,0
188,2011-08-05,11127,Friday,7,8,2011,,,,,189,1,1,1
189,2011-08-06,11128,Saturday,1,8,2011,,,,,190,1,1,1
190,2011-08-07,11128,Sunday,2,8,2011,,,,,191,0,1,1
191,2011-08-08,11128,Monday,3,8,2011,,,,,192,1,1,0
192,2011-08-09,11128,Tuesday,4,8,2011,,,,,193,1,1,1
193,2011-08-10,11128,Wednesday,5,8,2011,,,,,194,0,1,0
194,2011-08-11,11128,Thursday,6,8,2011,,,,,195,1,0,1
195,2011-08-12,11128,Friday,7,8,2011,,,,,196,1,0,1
196,2011-08-13,11129,Saturday,1,8,2011,,,,,197,0,0,1
197,2011-08-14,11129,Sunday,2,8,2011,,,,,198,1,0,0
198,2011-08-15,11129,Monday,3,8,2011,,,,,199,1,0,1
199,2011-08-16,11129,Tuesday,4,8,2011,,,,,200,0,0,0
200,2011-08-17,11129,Wednesday,5,8,2011,,,,,201,0,0,0
201,2011-08-18,11129,Thursday,6,8,2011,,,,,202,0,0,0
202,2011-08-19,11129,Friday,7,8,2011,,,,,203,0,0,0
203,2011-08-20,11130,Saturday,1,8,2011,,,,,204,0,0,0
204,2011-08-21,11130,Sunday,2,8,2011,,,,,205,0,0,0
205,2011-08-22,11130,Monday,3,8,2011,,,,,206,0,0,0
206,2011-08-23,11130,Tuesday,4,8,2011,,,,,207,0,0,0
207,2011-08-24,11130,Wednesday,5,8,2011,,,,,208,0,0,0
208,2011-08-25,11130,Thursday,6,8,2011,,,,,209,0,0,0
209,2011-08-26,11130,Friday,7,8,2011,,,,,210,0,0,0
210,2011-08-27,11131,Saturday,1,8,2011,,,,,211,0,0,0
211,2011-08-28,11131,Sunday,2,8,2011,,,,,212,0,0,0
212,2011-08-29,11131,Monday,3,8,2011,,,,,213,0,0,0
213,2011-08-30,11131,Tuesday,4,8,2011,,,,,214,0,0,0
214,2011-08-31,11131,Wednesday,5,8,2011,Eid al-Fitr,Religious,,,215,0,0,0
215,2011-09-01,11131,Thursday,6,9,2011,,,,,216,0,1,1
216,2011-09-02,11131,Friday,7,9,2011,,,,,217,1,1,0
217,2011-09-03,11132,Saturday,1,9,2011,,,,,218,1,1,1
218,2011-09-04,11132,Sunday,2,9,2011,,,,,219,0,1,0
219,2011-09-05,11132,Monday,3,9,2011,LaborDay,National,,,220,1,1,1
220,2011-09-06,11132,Tuesday,4,9,2011,,,,,221,1,1,1
221,2011-09-07,11132,Wednesday,5,9,2011,,,,,222,0,1,1
222,2011-09-08,11132,Thursday,6,9,2011,,,,,223,1,1,0
223,2011-09-09,11132,Friday,7,9,2011,,,,,224,1,1,1
224,2011-09-10,11133,Saturday,1,9,2011,,,,,225,0,1,0
225,2011-09-11,11133,Sunday,2,9,2011,,,,,226,1,0,1
226,2011-09-12,11133,Monday,3,9,2011,,,,,227,1,0,1
227,2011-09-13,11133,Tuesday,4,9,2011,,,,,228,0,0,1
228,2011-09-14,11133,Wednesday,5,9,2011,,,,,229,1,0,0
229,2011-09-15,11133,Thursday,6,9,2011,,,,,230,1,0,1
230,2011-09-16,11133,Friday,7,9,2011,,,,,231,0,0,0
231,2011-09-17,11134,Saturday,1,9,2011,,,,,232,0,0,0
232,2011-09-18,11134,Sunday,2,9,2011,,,,,233,0,0,0
233,2011-09-19,11134,Monday,3,9,2011,,,,,234,0,0,0
234,2011-09-20,11134,Tuesday,4,9,2011,,,,,235,0,0,0
235,2011-09-21,11134,Wednesday,5,9,2011,,,,,236,0,0,0
236,2011-09-22,11134,Thursday,6,9,2011,,,,,237,0,0,0
237,2011-09-23,11134,Friday,7,9,2011,,,,,238,0,0,0
238,2011-09-24,11135,Saturday,1,9,2011,,,,,239,0,0,0
239,2011-09-25,11135,Sunday,2,9,2011,,,,,240,0,0,0
240,2011-09-26,11135,Monday,3,9,2011,,,,,241,0,0,0
241,2011-09-27,11135,Tuesday,4,9,2011,,,,,242,0,0,0
242,2011-09-28,11135,Wednesday,5,9,2011,,,,,243,0,0,0
243,2011-09-29,11135,Thursday,6,9,2011,,,,,244,0,0,0
244,2011-09-30,11135,Friday,7,9,2011,,,,,245,0,0,0
245,2011-10-01,11136,Saturday,1,10,2011,,,,,246,0,1,1
246,2011-10-02,11136,Sunday,2,10,2011,,,,,247,1,1,0
247,2011-10-03,11136,Monday,3,10,2011,,,,,248,1,1,1
248,2011-10-04,11136,Tuesday,4,10,2011,,,,,249,0,1,0
249,2011-10-05,11136,Wednesday,5,10,2011,,,,,250,1,1,1
250,2011-10-06,11136,Thursday,6,10,2011,,,,,251,1,1,1
251,2011-10-07,11136,Friday,7,10,2011,,,,,252,0,1,1
252,2011-10-08,11137,Saturday,1,10,2011,,,,,253,1,1,0
253,2011-10-09,11137,Sunday,2,10,2011,,,,,254,1,1,1
254,2011-10-10,11137,Monday,3,10,2011,ColumbusDay,National,,,255,0,1,0
255,2011-10-11,11137,Tuesday,4,10,2011,,,,,256,1,0,1
256,2011-10-12,11137,Wednesday,5,10,2011,,,,,257,1,0,1
257,2011-10-13,11137,Thursday,6,10,2011,,,,,258,0,0,1
258,2011-10-14,11137,Friday,7,10,2011,,,,,259,1,0,0
259,2011-10-15,11138,Saturday,1,10,2011,,,,,260,1,0,1
260,2011-10-16,11138,Sunday,2,10,2011,,,,,261,0,0,0
261,2011-10-17,11138,Monday,3,10,2011,,,,,262,0,0,0
262,2011-10-18,11138,Tuesday,4,10,2011,,,,,263,0,0,0
263,2011-10-19,11138,Wednesday,5,10,2011,,,,,264,0,0,0
264,2011-10-20,11138,Thursday,6,10,2011,,,,,265,0,0,0
265,2011-10-21,11138,Friday,7,10,2011,,,,,266,0,0,0
266,2011-10-22,11139,Saturday,1,10,2011,,,,,267,0,0,0
267,2011-10-23,11139,Sunday,2,10,2011,,,,,268,0,0,0
268,2011-10-24,11139,Monday,3,10,2011,,,,,269,0,0,0
269,2011-10-25,11139,Tuesday,4,10,2011,,,,,270,0,0,0
270,2011-10-26,11139,Wednesday,5,10,2011,,,,,271,0,0,0
271,2011-10-27,11139,Thursday,6,10,2011,,,,,272,0,0,0
272,2011-10-28,11139,Friday,7,10,2011,,,,,273,0,0,0
273,2011-10-29,11140,Saturday,1,10,2011,,,,,274,0,0,0
274,2011-10-30,11140,Sunday,2,10,2011,,,,,275,0,0,0
275,2011-10-31,11140,Monday,3,10,2011,Halloween,Cultural,,,276,0,0,0
276,2011-11-01,11140,Tuesday,4,11,2011,,,,,277,0,1,1
277,2011-11-02,11140,Wednesday,5,11,2011,,,,,278,1,1,0
278,2011-11-03,11140,Thursday,6,11,2011,,,,,279,1,1,1
279,2011-11-04,11140,Friday,7,11,2011,,,,,280,0,1,0
280,2011-11-05,11141,Saturday,1,11,2011,,,,,281,1,1,1
281,2011-11-06,11141,Sunday,2,11,2011,,,,,282,1,1,1
282,2011-11-07,11141,Monday,3,11,2011,EidAlAdha,Religious,,,283,0,1,1
283,2011-11-08,11141,Tuesday,4,11,2011,,,,,284,1,1,0
284,2011-11-09,11141,Wednesday,5,11,2011,,,,,285,1,1,1
285,2011-11-10,11141,Thursday,6,11,2011,,,,,286,0,1,0
286,2011-11-11,11141,Friday,7,11,2011,VeteransDay,National,,,287,1,0,1
287,2011-11-12,11142,Saturday,1,11,2011,,,,,288,1,0,1
288,2011-11-13,11142,Sunday,2,11,2011,,,,,289,0,0,1
289,2011-11-14,11142,Monday,3,11,2011,,,,,290,1,0,0
290,2011-11-15,11142,Tuesday,4,11,2011,,,,,291,1,0,1
291,2011-11-16,11142,Wednesday,5,11,2011,,,,,292,0,0,0
292,2011-11-17,11142,Thursday,6,11,2011,,,,,293,0,0,0
293,2011-11-18,11142,Friday,7,11,2011,,,,,294,0,0,0
294,2011-11-19,11143,Saturday,1,11,2011,,,,,295,0,0,0
295,2011-11-20,11143,Sunday,2,11,2011,,,,,296,0,0,0
296,2011-11-21,11143,Monday,3,11,2011,,,,,297,0,0,0
297,2011-11-22,11143,Tuesday,4,11,2011,,,,,298,0,0,0
298,2011-11-23,11143,Wednesday,5,11,2011,,,,,299,0,0,0
299,2011-11-24,11143,Thursday,6,11,2011,Thanksgiving,National,,,300,0,0,0
300,2011-11-25,11143,Friday,7,11,2011,,,,,301,0,0,0
301,2011-11-26,11144,Saturday,1,11,2011,,,,,302,0,0,0
302,2011-11-27,11144,Sunday,2,11,2011,,,,,303,0,0,0
303,2011-11-28,11144,Monday,3,11,2011,,,,,304,0,0,0
304,2011-11-29,11144,Tuesday,4,11,2011,,,,,305,0,0,0
305,2011-11-30,11144,Wednesday,5,11,2011,,,,,306,0,0,0
306,2011-12-01,11144,Thursday,6,12,2011,,,,,307,0,1,1
307,2011-12-02,11144,Friday,7,12,2011,,,,,308,1,1,0
308,2011-12-03,11145,Saturday,1,12,2011,,,,,309,1,1,1
309,2011-12-04,11145,Sunday,2,12,2011,,,,,310,0,1,0
310,2011-12-05,11145,Monday,3,12,2011,,,,,311,1,1,1
311,2011-12-06,11145,Tuesday,4,12,2011,,,,,312,1,1,1
312,2011-12-07,11145,Wednesday,5,12,2011,,,,,313,0,1,1
313,2011-12-08,11145,Thursday,6,12,2011,,,,,314,1,1,0
314,2011-12-09,11145,Friday,7,12,2011,,,,,315,1,1,1
315,2011-12-10,11146,Saturday,1,12,2011,,,,,316,0,1,0
316,2011-12-11,11146,Sunday,2,12,2011,,,,,317,1,0,1
317,2011-12-12,11146,Monday,3,12,2011,,,,,318,1,0,1
318,2011-12-13,11146,Tuesday,4,12,2011,,,,,319,0,0,1
319,2011-12-14,11146,Wednesday,5,12,2011,,,,,320,1,0,0
320,2011-12-15,11146,Thursday,6,12,2011,,,,,321,1,0,1
321,2011-12-16,11146,Friday,7,12,2011,,,,,322,0,0,0
322,2011-12-17,11147,Saturday,1,12,2011,,,,,323,0,0,0
323,2011-12-18,11147,Sunday,2,12,2011,,,,,324,0,0,0
324,2011-12-19,11147,Monday,3,12,2011,,,,,325,0,0,0
325,2011-12-20,11147,Tuesday,4,12,2011,,,,,326,0,0,0
326,2011-12-21,11147,Wednesday,5,12,2011,,,,,327,0,0,0
327,2011-12-22,11147,Thursday,6,12,2011,,,,,328,0,0,0
328,2011-12-23,11147,Friday,7,12,2011,,,,,329,0,0,0
329,2011-12-24,11148,Saturday,1,12,2011,,,,,330,0,0,0
330,2011-12-25,11148,Sunday,2,12,2011,Christmas,National,,,331,0,0,0
331,2011-12-26,11148,Monday,3,12,2011,,,,,332,0,0,0
332,2011-12-27,11148,Tuesday,4,12,2011,,,,,333,0,0,0
333,2011-12-28,11148,Wednesday,5,12,2011,Chanukah End,Religious,,,334,0,0,0
334,2011-12-29,11148,Thursday,6,12,2011,,,,,335,0,0,0
335,2011-12-30,11148,Friday,7,12,2011,,,,,336,0,0,0
336,2011-12-31,11149,Saturday,1,12,2011,,,,,337,0,0,0
337,2012-01-01,11149,Sunday,2,1,2012,NewYear,National,,,338,0,1,1
338,2012-01-02,11149,Monday,3,1,2012,,,,,339,1,1,0
339,2012-01-03,11149,Tuesday,4,1,2012,,,,,340,1,1,1
340,2012-01-04,11149,Wednesday,5,1,2012,,,,,341,0,1,0
341,2012-01-05,11149,Thursday,6,1,2012,,,,,342,1,1,1
342,2012-01-06,11149,Friday,7,1,2012,,,,,343,1,1,1
343,2012-01-07,11150,Saturday,1,1,2012,OrthodoxChristmas,Religious,,,344,0,1,1
344,2012-01-08,11150,Sunday,2,1,2012,,,,,345,1,1,0
345,2012-01-09,11150,Monday,3,1,2012,,,,,346,1,1,1
346,2012-01-10,11150,Tuesday,4,1,2012,,,,,347,0,1,0
347,2012-01-11,11150,Wednesday,5,1,2012,,,,,348,1,0,1
348,2012-01-12,11150,Thursday,6,1,2012,,,,,349,1,0,1
349,2012-01-13,11150,Friday,7,1,2012,,,,,350,0,0,1
350,2012-01-14,11151,Saturday,1,1,2012,,,,,351,1,0,0
351,2012-01-15,11151,Sunday,2,1,2012,,,,,352,1,0,1
352,2012-01-16,11151,Monday,3,1,2012,MartinLutherKingDay,National,,,353,0,0,0
353,2012-01-17,11151,Tuesday,4,1,2012,,,,,354,0,0,0
354,2012-01-18,11151,Wednesday,5,1,2012,,,,,355,0,0,0
355,2012-01-19,11151,Thursday,6,1,2012,,,,,356,0,0,0
356,2012-01-20,11151,Friday,7,1,2012,,,,,357,0,0,0
357,2012-01-21,11152,Saturday,1,1,2012,,,,,358,0,0,0
358,2012-01-22,11152,Sunday,2,1,2012,,,,,359,0,0,0
359,2012-01-23,11152,Monday,3,1,2012,,,,,360,0,0,0
360,2012-01-24,11152,Tuesday,4,1,2012,,,,,361,0,0,0
361,2012-01-25,11152,Wednesday,5,1,2012,,,,,362,0,0,0
362,2012-01-26,11152,Thursday,6,1,2012,,,,,363,0,0,0
363,2012-01-27,11152,Friday,7,1,2012,,,,,364,0,0,0
364,2012-01-28,11201,Saturday,1,1,2012,,,,,365,0,0,0
365,2012-01-29,11201,Sunday,2,1,2012,,,,,366,0,0,0
366,2012-01-30,11201,Monday,3,1,2012,,,,,367,0,0,0
367,2012-01-31,11201,Tuesday,4,1,2012,,,,,368,0,0,0
368,2012-02-01,11201,Wednesday,5,2,2012,,,,,369,0,1,1
369,2012-02-02,11201,Thursday,6,2,2012,,,,,370,1,1,0
370,2012-02-03,11201,Friday,7,2,2012,,,,,371,1,1,1
371,2012-02-04,11202,Saturday,1,2,2012,,,,,372,0,1,0
372,2012-02-05,11202,Sunday,2,2,2012,SuperBowl,Sporting,,,373,1,1,1
373,2012-02-06,11202,Monday,3,2,2012,,,,,374,1,1,1
374,2012-02-07,11202,Tuesday,4,2,2012,,,,,375,0,1,1
