,item_id,store_id,date_id,cnt
107,STORE_2_085,STORE_2,108,3
108,STORE_2_085,STORE_2,109,1
109,STORE_2_085,STORE_2,110,1
110,STORE_2_085,STORE_2,111,0
111,STORE_2_085,STORE_2,112,1
112,STORE_2_085,STORE_2,113,2
113,STORE_2_085,STORE_2,114,1
114,STORE_2_085,STORE_2,115,5
115,STORE_2_085,STORE_2,116,2
116,STORE_2_085,STORE_2,117,2
117,STORE_2_085,STORE_2,118,1
118,STORE_2_085,STORE_2,119,8
119,STORE_2_085,STORE_2,120,4
120,STORE_2_085,STORE_2,121,0
121,STORE_2_085,STORE_2,122,1
122,STORE_2_085,STORE_2,123,0
123,STORE_2_085,STORE_2,124,0
124,STORE_2_085,STORE_2,125,1
125,STORE_2_085,STORE_2,126,6
126,STORE_2_085,STORE_2,127,3
127,STORE_2_085,STORE_2,128,3
128,STORE_2_085,STORE_2,129,2
129,STORE_2_085,STORE_2,130,1
130,STORE_2_085,STORE_2,131,0
131,STORE_2_085,STORE_2,132,0
132,STORE_2_085,STORE_2,133,0
133,STORE_2_085,STORE_2,134,8
134,STORE_2_085,STORE_2,135,3
135,STORE_2_085,STORE_2,136,7
136,STORE_2_085,STORE_2,137,1
137,STORE_2_085,STORE_2,138,1
138,STORE_2_085,STORE_2,139,2
139,STORE_2_085,STORE_2,140,3
140,STORE_2_085,STORE_2,141,5
141,STORE_2_085,STORE_2,142,5
142,STORE_2_085,STORE_2,143,2
143,STORE_2_085,STORE_2,144,4
144,STORE_2_085,STORE_2,145,7
145,STORE_2_085,STORE_2,146,4
146,STORE_2_085,STORE_2,147,10
147,STORE_2_085,STORE_2,148,6
148,STORE_2_085,STORE_2,149,3
149,STORE_2_085,STORE_2,150,3
150,STORE_2_085,STORE_2,151,8
151,STORE_2_085,STORE_2,152,19
152,STORE_2_085,STORE_2,153,13
153,STORE_2_085,STORE_2,154,13
154,STORE_2_085,STORE_2,155,15
155,STORE_2_085,STORE_2,156,14
156,STORE_2_085,STORE_2,157,4
157,STORE_2_085,STORE_2,158,5
158,STORE_2_085,STORE_2,159,5
159,STORE_2_085,STORE_2,160,9
160,STORE_2_085,STORE_2,161,17
161,STORE_2_085,STORE_2,162,16
162,STORE_2_085,STORE_2,163,8
163,STORE_2_085,STORE_2,164,5
164,STORE_2_085,STORE_2,165,20
165,STORE_2_085,STORE_2,166,10
166,STORE_2_085,STORE_2,167,1
167,STORE_2_085,STORE_2,168,6
168,STORE_2_085,STORE_2,169,14
169,STORE_2_085,STORE_2,170,10
170,STORE_2_085,STORE_2,171,3
171,STORE_2_085,STORE_2,172,4
172,STORE_2_085,STORE_2,173,5
173,STORE_2_085,STORE_2,174,9
174,STORE_2_085,STORE_2,175,6
175,STORE_2_085,STORE_2,176,11
176,STORE_2_085,STORE_2,177,5
177,STORE_2_085,STORE_2,178,8
178,STORE_2_085,STORE_2,179,5
179,STORE_2_085,STORE_2,180,7
180,STORE_2_085,STORE_2,181,2
181,STORE_2_085,STORE_2,182,4
182,STORE_2_085,STORE_2,183,3
183,STORE_2_085,STORE_2,184,0
184,STORE_2_085,STORE_2,185,0
185,STORE_2_085,STORE_2,186,0
186,STORE_2_085,STORE_2,187,0
187,STORE_2_085,STORE_2,188,0
188,STORE_2_085,STORE_2,189,0
189,STORE_2_085,STORE_2,190,0
190,STORE_2_085,STORE_2,191,6
191,STORE_2_085,STORE_2,192,3
192,STORE_2_085,STORE_2,193,5
193,STORE_2_085,STORE_2,194,14
194,STORE_2_085,STORE_2,195,13
195,STORE_2_085,STORE_2,196,10
196,STORE_2_085,STORE_2,197,18
197,STORE_2_085,STORE_2,198,13
198,STORE_2_085,STORE_2,199,15
199,STORE_2_085,STORE_2,200,11
200,STORE_2_085,STORE_2,201,1
201,STORE_2_085,STORE_2,202,4
202,STORE_2_085,STORE_2,203,6
203,STORE_2_085,STORE_2,204,12
204,STORE_2_085,STORE_2,205,17
205,STORE_2_085,STORE_2,206,9
206,STORE_2_085,STORE_2,207,14
207,STORE_2_085,STORE_2,208,5
208,STORE_2_085,STORE_2,209,3
209,STORE_2_085,STORE_2,210,5
210,STORE_2_085,STORE_2,211,3
211,STORE_2_085,STORE_2,212,8
212,STORE_2_085,STORE_2,213,8
213,STORE_2_085,STORE_2,214,10
214,STORE_2_085,STORE_2,215,8
215,STORE_2_085,STORE_2,216,8
216,STORE_2_085,STORE_2,217,7
217,STORE_2_085,STORE_2,218,15
218,STORE_2_085,STORE_2,219,16
219,STORE_2_085,STORE_2,220,8
220,STORE_2_085,STORE_2,221,16
221,STORE_2_085,STORE_2,222,4
222,STORE_2_085,STORE_2,223,11
223,STORE_2_085,STORE_2,224,16
224,STORE_2_085,STORE_2,225,8
225,STORE_2_085,STORE_2,226,9
226,STORE_2_085,STORE_2,227,5
227,STORE_2_085,STORE_2,228,6
228,STORE_2_085,STORE_2,229,4
229,STORE_2_085,STORE_2,230,10
230,STORE_2_085,STORE_2,231,9
231,STORE_2_085,STORE_2,232,9
232,STORE_2_085,STORE_2,233,11
233,STORE_2_085,STORE_2,234,6
234,STORE_2_085,STORE_2,235,8
235,STORE_2_085,STORE_2,236,4
236,STORE_2_085,STORE_2,237,8
237,STORE_2_085,STORE_2,238,5
238,STORE_2_085,STORE_2,239,20
239,STORE_2_085,STORE_2,240,4
240,STORE_2_085,STORE_2,241,8
241,STORE_2_085,STORE_2,242,5
242,STORE_2_085,STORE_2,243,0
243,STORE_2_085,STORE_2,244,3
244,STORE_2_085,STORE_2,245,3
245,STORE_2_085,STORE_2,246,8
246,STORE_2_085,STORE_2,247,6
247,STORE_2_085,STORE_2,248,6
248,STORE_2_085,STORE_2,249,5
249,STORE_2_085,STORE_2,250,16
250,STORE_2_085,STORE_2,251,14
251,STORE_2_085,STORE_2,252,10
252,STORE_2_085,STORE_2,253,11
253,STORE_2_085,STORE_2,254,3
254,STORE_2_085,STORE_2,255,5
255,STORE_2_085,STORE_2,256,4
256,STORE_2_085,STORE_2,257,5
257,STORE_2_085,STORE_2,258,4
258,STORE_2_085,STORE_2,259,13
259,STORE_2_085,STORE_2,260,7
260,STORE_2_085,STORE_2,261,9
261,STORE_2_085,STORE_2,262,5
262,STORE_2_085,STORE_2,263,3
263,STORE_2_085,STORE_2,264,8
264,STORE_2_085,STORE_2,265,7
265,STORE_2_085,STORE_2,266,5
266,STORE_2_085,STORE_2,267,9
267,STORE_2_085,STORE_2,268,5
268,STORE_2_085,STORE_2,269,3
269,STORE_2_085,STORE_2,270,10
270,STORE_2_085,STORE_2,271,10
271,STORE_2_085,STORE_2,272,5
272,STORE_2_085,STORE_2,273,4
273,STORE_2_085,STORE_2,274,8
274,STORE_2_085,STORE_2,275,7
275,STORE_2_085,STORE_2,276,4
276,STORE_2_085,STORE_2,277,2
277,STORE_2_085,STORE_2,278,3
278,STORE_2_085,STORE_2,279,8
279,STORE_2_085,STORE_2,280,4
280,STORE_2_085,STORE_2,281,3
281,STORE_2_085,STORE_2,282,7
282,STORE_2_085,STORE_2,283,5
283,STORE_2_085,STORE_2,284,6
284,STORE_2_085,STORE_2,285,4
285,STORE_2_085,STORE_2,286,7
286,STORE_2_085,STORE_2,287,9
287,STORE_2_085,STORE_2,288,4
288,STORE_2_085,STORE_2,289,11
289,STORE_2_085,STORE_2,290,7
290,STORE_2_085,STORE_2,291,1
291,STORE_2_085,STORE_2,292,1
292,STORE_2_085,STORE_2,293,2
293,STORE_2_085,STORE_2,294,7
294,STORE_2_085,STORE_2,295,1
295,STORE_2_085,STORE_2,296,5
296,STORE_2_085,STORE_2,297,2
297,STORE_2_085,STORE_2,298,3
298,STORE_2_085,STORE_2,299,7
299,STORE_2_085,STORE_2,300,0
300,STORE_2_085,STORE_2,301,1
301,STORE_2_085,STORE_2,302,2
302,STORE_2_085,STORE_2,303,3
303,STORE_2_085,STORE_2,304,1
304,STORE_2_085,STORE_2,305,1
305,STORE_2_085,STORE_2,306,5
306,STORE_2_085,STORE_2,307,12
307,STORE_2_085,STORE_2,308,8
308,STORE_2_085,STORE_2,309,2
309,STORE_2_085,STORE_2,310,2
310,STORE_2_085,STORE_2,311,9
311,STORE_2_085,STORE_2,312,4
312,STORE_2_085,STORE_2,313,5
313,STORE_2_085,STORE_2,314,7
314,STORE_2_085,STORE_2,315,5
315,STORE_2_085,STORE_2,316,3
316,STORE_2_085,STORE_2,317,4
317,STORE_2_085,STORE_2,318,7
318,STORE_2_085,STORE_2,319,5
319,STORE_2_085,STORE_2,320,1
320,STORE_2_085,STORE_2,321,1
321,STORE_2_085,STORE_2,322,7
322,STORE_2_085,STORE_2,323,2
323,STORE_2_085,STORE_2,324,6
324,STORE_2_085,STORE_2,325,2
325,STORE_2_085,STORE_2,326,2
326,STORE_2_085,STORE_2,327,0
327,STORE_2_085,STORE_2,328,2
328,STORE_2_085,STORE_2,329,3
329,STORE_2_085,STORE_2,330,0
330,STORE_2_085,STORE_2,331,0
331,STORE_2_085,STORE_2,332,2
332,STORE_2_085,STORE_2,333,17
333,STORE_2_085,STORE_2,334,7
334,STORE_2_085,STORE_2,335,5
335,STORE_2_085,STORE_2,336,10
336,STORE_2_085,STORE_2,337,9
337,STORE_2_085,STORE_2,338,6
338,STORE_2_085,STORE_2,339,7
339,STORE_2_085,STORE_2,340,10
340,STORE_2_085,STORE_2,341,8
341,STORE_2_085,STORE_2,342,11
342,STORE_2_085,STORE_2,343,7
343,STORE_2_085,STORE_2,344,6
344,STORE_2_085,STORE_2,345,13
345,STORE_2_085,STORE_2,346,8
346,STORE_2_085,STORE_2,347,12
347,STORE_2_085,STORE_2,348,12
348,STORE_2_085,STORE_2,349,4
349,STORE_2_085,STORE_2,350,8
350,STORE_2_085,STORE_2,351,8
351,STORE_2_085,STORE_2,352,18
352,STORE_2_085,STORE_2,353,18
353,STORE_2_085,STORE_2,354,8
354,STORE_2_085,STORE_2,355,7
355,STORE_2_085,STORE_2,356,7
356,STORE_2_085,STORE_2,357,14
357,STORE_2_085,STORE_2,358,22
358,STORE_2_085,STORE_2,359,13
359,STORE_2_085,STORE_2,360,15
360,STORE_2_085,STORE_2,361,18
361,STORE_2_085,STORE_2,362,26
362,STORE_2_085,STORE_2,363,8
363,STORE_2_085,STORE_2,364,10
364,STORE_2_085,STORE_2,365,16
365,STORE_2_085,STORE_2,366,18
366,STORE_2_085,STORE_2,367,11
367,STORE_2_085,STORE_2,368,8
368,STORE_2_085,STORE_2,369,14
369,STORE_2_085,STORE_2,370,12
370,STORE_2_085,STORE_2,371,14
371,STORE_2_085,STORE_2,372,23
372,STORE_2_085,STORE_2,373,10
373,STORE_2_085,STORE_2,374,9
374,STORE_2_085,STORE_2,375,10
375,STORE_2_085,STORE_2,376,7
376,STORE_2_085,STORE_2,377,18
377,STORE_2_085,STORE_2,378,13
378,STORE_2_085,STORE_2,379,24
379,STORE_2_085,STORE_2,380,11
380,STORE_2_085,STORE_2,381,9
381,STORE_2_085,STORE_2,382,6
382,STORE_2_085,STORE_2,383,7
383,STORE_2_085,STORE_2,384,7
384,STORE_2_085,STORE_2,385,11
385,STORE_2_085,STORE_2,386,10
386,STORE_2_085,STORE_2,387,9
387,STORE_2_085,STORE_2,388,15
388,STORE_2_085,STORE_2,389,12
389,STORE_2_085,STORE_2,390,10
390,STORE_2_085,STORE_2,391,16
391,STORE_2_085,STORE_2,392,13
392,STORE_2_085,STORE_2,393,11
393,STORE_2_085,STORE_2,394,9
394,STORE_2_085,STORE_2,395,12
395,STORE_2_085,STORE_2,396,8
396,STORE_2_085,STORE_2,397,5
397,STORE_2_085,STORE_2,398,6
398,STORE_2_085,STORE_2,399,12
399,STORE_2_085,STORE_2,400,21
400,STORE_2_085,STORE_2,401,11
401,STORE_2_085,STORE_2,402,5
402,STORE_2_085,STORE_2,403,16
403,STORE_2_085,STORE_2,404,2
404,STORE_2_085,STORE_2,405,5
405,STORE_2_085,STORE_2,406,7
406,STORE_2_085,STORE_2,407,11
407,STORE_2_085,STORE_2,408,14
408,STORE_2_085,STORE_2,409,6
409,STORE_2_085,STORE_2,410,8
410,STORE_2_085,STORE_2,411,4
411,STORE_2_085,STORE_2,412,12
412,STORE_2_085,STORE_2,413,14
413,STORE_2_085,STORE_2,414,17
414,STORE_2_085,STORE_2,415,17
415,STORE_2_085,STORE_2,416,21
416,STORE_2_085,STORE_2,417,2
417,STORE_2_085,STORE_2,418,4
418,STORE_2_085,STORE_2,419,3
419,STORE_2_085,STORE_2,420,10
420,STORE_2_085,STORE_2,421,8
421,STORE_2_085,STORE_2,422,10
422,STORE_2_085,STORE_2,423,6
423,STORE_2_085,STORE_2,424,12
424,STORE_2_085,STORE_2,425,14
425,STORE_2_085,STORE_2,426,6
426,STORE_2_085,STORE_2,427,35
427,STORE_2_085,STORE_2,428,30
428,STORE_2_085,STORE_2,429,32
429,STORE_2_085,STORE_2,430,8
430,STORE_2_085,STORE_2,431,26
431,STORE_2_085,STORE_2,432,7
432,STORE_2_085,STORE_2,433,14
433,STORE_2_085,STORE_2,434,18
434,STORE_2_085,STORE_2,435,23
435,STORE_2_085,STORE_2,436,20
436,STORE_2_085,STORE_2,437,4
437,STORE_2_085,STORE_2,438,4
438,STORE_2_085,STORE_2,439,12
439,STORE_2_085,STORE_2,440,7
440,STORE_2_085,STORE_2,441,9
441,STORE_2_085,STORE_2,442,17
442,STORE_2_085,STORE_2,443,5
443,STORE_2_085,STORE_2,444,9
444,STORE_2_085,STORE_2,445,6
445,STORE_2_085,STORE_2,446,7
446,STORE_2_085,STORE_2,447,5
447,STORE_2_085,STORE_2,448,2
448,STORE_2_085,STORE_2,449,7
449,STORE_2_085,STORE_2,450,9
450,STORE_2_085,STORE_2,451,4
451,STORE_2_085,STORE_2,452,5
452,STORE_2_085,STORE_2,453,11
453,STORE_2_085,STORE_2,454,9
454,STORE_2_085,STORE_2,455,7
455,STORE_2_085,STORE_2,456,3
456,STORE_2_085,STORE_2,457,7
457,STORE_2_085,STORE_2,458,2
458,STORE_2_085,STORE_2,459,11
459,STORE_2_085,STORE_2,460,9
460,STORE_2_085,STORE_2,461,8
461,STORE_2_085,STORE_2,462,17
462,STORE_2_085,STORE_2,463,15
463,STORE_2_085,STORE_2,464,11
464,STORE_2_085,STORE_2,465,10
465,STORE_2_085,STORE_2,466,7
466,STORE_2_085,STORE_2,467,7
467,STORE_2_085,STORE_2,468,4
468,STORE_2_085,STORE_2,469,12
469,STORE_2_085,STORE_2,470,12
470,STORE_2_085,STORE_2,471,8
471,STORE_2_085,STORE_2,472,5
472,STORE_2_085,STORE_2,473,8
473,STORE_2_085,STORE_2,474,9
474,STORE_2_085,STORE_2,475,9
475,STORE_2_085,STORE_2,476,7
476,STORE_2_085,STORE_2,477,6
477,STORE_2_085,STORE_2,478,3
478,STORE_2_085,STORE_2,479,2
479,STORE_2_085,STORE_2,480,1
480,STORE_2_085,STORE_2,481,3
481,STORE_2_085,STORE_2,482,9
482,STORE_2_085,STORE_2,483,9
483,STORE_2_085,STORE_2,484,7
484,STORE_2_085,STORE_2,485,2
485,STORE_2_085,STORE_2,486,2
486,STORE_2_085,STORE_2,487,8
487,STORE_2_085,STORE_2,488,8
488,STORE_2_085,STORE_2,489,5
489,STORE_2_085,STORE_2,490,2
490,STORE_2_085,STORE_2,491,4
491,STORE_2_085,STORE_2,492,8
492,STORE_2_085,STORE_2,493,4
493,STORE_2_085,STORE_2,494,10
494,STORE_2_085,STORE_2,495,9
495,STORE_2_085,STORE_2,496,5
496,STORE_2_085,STORE_2,497,5
497,STORE_2_085,STORE_2,498,7
498,STORE_2_085,STORE_2,499,10
499,STORE_2_085,STORE_2,500,15
500,STORE_2_085,STORE_2,501,5
501,STORE_2_085,STORE_2,502,4
502,STORE_2_085,STORE_2,503,3
503,STORE_2_085,STORE_2,504,15
504,STORE_2_085,STORE_2,505,5
505,STORE_2_085,STORE_2,506,8
506,STORE_2_085,STORE_2,507,3
507,STORE_2_085,STORE_2,508,10
508,STORE_2_085,STORE_2,509,2
509,STORE_2_085,STORE_2,510,4
510,STORE_2_085,STORE_2,511,2
511,STORE_2_085,STORE_2,512,3
512,STORE_2_085,STORE_2,513,3
513,STORE_2_085,STORE_2,514,5
514,STORE_2_085,STORE_2,515,1
515,STORE_2_085,STORE_2,516,3
516,STORE_2_085,STORE_2,517,9
517,STORE_2_085,STORE_2,518,2
518,STORE_2_085,STORE_2,519,3
519,STORE_2_085,STORE_2,520,4
520,STORE_2_085,STORE_2,521,5
521,STORE_2_085,STORE_2,522,9
522,STORE_2_085,STORE_2,523,12
523,STORE_2_085,STORE_2,524,8
524,STORE_2_085,STORE_2,525,12
525,STORE_2_085,STORE_2,526,5
526,STORE_2_085,STORE_2,527,6
527,STORE_2_085,STORE_2,528,7
528,STORE_2_085,STORE_2,529,8
529,STORE_2_085,STORE_2,530,3
530,STORE_2_085,STORE_2,531,7
531,STORE_2_085,STORE_2,532,9
532,STORE_2_085,STORE_2,533,6
533,STORE_2_085,STORE_2,534,13
534,STORE_2_085,STORE_2,535,5
535,STORE_2_085,STORE_2,536,4
536,STORE_2_085,STORE_2,537,2
537,STORE_2_085,STORE_2,538,7
538,STORE_2_085,STORE_2,539,7
539,STORE_2_085,STORE_2,540,12
540,STORE_2_085,STORE_2,541,9
541,STORE_2_085,STORE_2,542,5
542,STORE_2_085,STORE_2,543,7
543,STORE_2_085,STORE_2,544,9
544,STORE_2_085,STORE_2,545,1
545,STORE_2_085,STORE_2,546,8
546,STORE_2_085,STORE_2,547,6
547,STORE_2_085,STORE_2,548,5
548,STORE_2_085,STORE_2,549,5
549,STORE_2_085,STORE_2,550,7
550,STORE_2_085,STORE_2,551,9
551,STORE_2_085,STORE_2,552,9
552,STORE_2_085,STORE_2,553,13
553,STORE_2_085,STORE_2,554,17
554,STORE_2_085,STORE_2,555,20
555,STORE_2_085,STORE_2,556,6
556,STORE_2_085,STORE_2,557,9
557,STORE_2_085,STORE_2,558,5
558,STORE_2_085,STORE_2,559,1
559,STORE_2_085,STORE_2,560,6
560,STORE_2_085,STORE_2,561,3
561,STORE_2_085,STORE_2,562,10
562,STORE_2_085,STORE_2,563,4
563,STORE_2_085,STORE_2,564,14
564,STORE_2_085,STORE_2,565,10
565,STORE_2_085,STORE_2,566,8
566,STORE_2_085,STORE_2,567,12
567,STORE_2_085,STORE_2,568,10
568,STORE_2_085,STORE_2,569,7
569,STORE_2_085,STORE_2,570,5
570,STORE_2_085,STORE_2,571,2
571,STORE_2_085,STORE_2,572,2
572,STORE_2_085,STORE_2,573,6
573,STORE_2_085,STORE_2,574,7
574,STORE_2_085,STORE_2,575,4
575,STORE_2_085,STORE_2,576,10
576,STORE_2_085,STORE_2,577,7
577,STORE_2_085,STORE_2,578,4
578,STORE_2_085,STORE_2,579,4
579,STORE_2_085,STORE_2,580,4
580,STORE_2_085,STORE_2,581,7
581,STORE_2_085,STORE_2,582,8
582,STORE_2_085,STORE_2,583,4
583,STORE_2_085,STORE_2,584,14
584,STORE_2_085,STORE_2,585,13
585,STORE_2_085,STORE_2,586,3
586,STORE_2_085,STORE_2,587,11
587,STORE_2_085,STORE_2,588,4
588,STORE_2_085,STORE_2,589,8
589,STORE_2_085,STORE_2,590,1
590,STORE_2_085,STORE_2,591,1
591,STORE_2_085,STORE_2,592,4
592,STORE_2_085,STORE_2,593,9
593,STORE_2_085,STORE_2,594,11
594,STORE_2_085,STORE_2,595,8
595,STORE_2_085,STORE_2,596,11
596,STORE_2_085,STORE_2,597,8
597,STORE_2_085,STORE_2,598,3
598,STORE_2_085,STORE_2,599,5
599,STORE_2_085,STORE_2,600,8
600,STORE_2_085,STORE_2,601,10
601,STORE_2_085,STORE_2,602,6
602,STORE_2_085,STORE_2,603,5
603,STORE_2_085,STORE_2,604,9
604,STORE_2_085,STORE_2,605,5
605,STORE_2_085,STORE_2,606,4
606,STORE_2_085,STORE_2,607,3
607,STORE_2_085,STORE_2,608,8
608,STORE_2_085,STORE_2,609,12
609,STORE_2_085,STORE_2,610,12
610,STORE_2_085,STORE_2,611,14
611,STORE_2_085,STORE_2,612,16
612,STORE_2_085,STORE_2,613,9
613,STORE_2_085,STORE_2,614,5
614,STORE_2_085,STORE_2,615,6
615,STORE_2_085,STORE_2,616,13
616,STORE_2_085,STORE_2,617,4
617,STORE_2_085,STORE_2,618,6
618,STORE_2_085,STORE_2,619,3
619,STORE_2_085,STORE_2,620,4
620,STORE_2_085,STORE_2,621,5
621,STORE_2_085,STORE_2,622,8
622,STORE_2_085,STORE_2,623,8
623,STORE_2_085,STORE_2,624,18
624,STORE_2_085,STORE_2,625,15
625,STORE_2_085,STORE_2,626,8
626,STORE_2_085,STORE_2,627,8
627,STORE_2_085,STORE_2,628,11
628,STORE_2_085,STORE_2,629,15
629,STORE_2_085,STORE_2,630,10
630,STORE_2_085,STORE_2,631,14
631,STORE_2_085,STORE_2,632,14
632,STORE_2_085,STORE_2,633,7
633,STORE_2_085,STORE_2,634,15
634,STORE_2_085,STORE_2,635,8
635,STORE_2_085,STORE_2,636,6
636,STORE_2_085,STORE_2,637,10
637,STORE_2_085,STORE_2,638,11
638,STORE_2_085,STORE_2,639,5
639,STORE_2_085,STORE_2,640,7
640,STORE_2_085,STORE_2,641,6
641,STORE_2_085,STORE_2,642,7
642,STORE_2_085,STORE_2,643,5
643,STORE_2_085,STORE_2,644,4
644,STORE_2_085,STORE_2,645,10
645,STORE_2_085,STORE_2,646,7
646,STORE_2_085,STORE_2,647,2
647,STORE_2_085,STORE_2,648,9
648,STORE_2_085,STORE_2,649,4
649,STORE_2_085,STORE_2,650,4
650,STORE_2_085,STORE_2,651,7
651,STORE_2_085,STORE_2,652,9
652,STORE_2_085,STORE_2,653,22
653,STORE_2_085,STORE_2,654,2
654,STORE_2_085,STORE_2,655,1
655,STORE_2_085,STORE_2,656,1
656,STORE_2_085,STORE_2,657,2
657,STORE_2_085,STORE_2,658,1
658,STORE_2_085,STORE_2,659,5
659,STORE_2_085,STORE_2,660,7
660,STORE_2_085,STORE_2,661,1
661,STORE_2_085,STORE_2,662,1
662,STORE_2_085,STORE_2,663,2
663,STORE_2_085,STORE_2,664,0
664,STORE_2_085,STORE_2,665,2
665,STORE_2_085,STORE_2,666,1
666,STORE_2_085,STORE_2,667,3
667,STORE_2_085,STORE_2,668,1
668,STORE_2_085,STORE_2,669,1
669,STORE_2_085,STORE_2,670,1
670,STORE_2_085,STORE_2,671,2
671,STORE_2_085,STORE_2,672,5
672,STORE_2_085,STORE_2,673,1
673,STORE_2_085,STORE_2,674,4
674,STORE_2_085,STORE_2,675,2
675,STORE_2_085,STORE_2,676,0
676,STORE_2_085,STORE_2,677,2
677,STORE_2_085,STORE_2,678,0
678,STORE_2_085,STORE_2,679,1
679,STORE_2_085,STORE_2,680,1
680,STORE_2_085,STORE_2,681,5
681,STORE_2_085,STORE_2,682,0
682,STORE_2_085,STORE_2,683,3
683,STORE_2_085,STORE_2,684,14
684,STORE_2_085,STORE_2,685,0
685,STORE_2_085,STORE_2,686,3
686,STORE_2_085,STORE_2,687,2
687,STORE_2_085,STORE_2,688,5
688,STORE_2_085,STORE_2,689,3
689,STORE_2_085,STORE_2,690,3
690,STORE_2_085,STORE_2,691,3
691,STORE_2_085,STORE_2,692,4
692,STORE_2_085,STORE_2,693,1
693,STORE_2_085,STORE_2,694,8
694,STORE_2_085,STORE_2,695,5
695,STORE_2_085,STORE_2,696,0
696,STORE_2_085,STORE_2,697,0
697,STORE_2_085,STORE_2,698,1
